site,i
51-25538-12,2899
204-102125-12,2900
204-102162-12,2901
176-88271-12,2902
221-110896-12,2903
233-116724-12,2904
45-22575-12,2905
105-52631-12,2906
65-32516-12,2907
252-126251-12,2908
206-103132-12,2909
19-9804-12,2910
13-6947-12,2911
120-60131-12,2912
77-38959-12,2913
41-20915-12,2914
148-74393-12,2915
16-8078-12,2916
104-52388-12,2917
245-122914-12,2918
211-105580-12,2919
70-35399-12,2920
121-60977-12,2921
191-95649-12,2922
81-40661-12,2923
140-70273-12,2924
91-45748-12,2925
23-11653-12,2926
87-43890-12,2927
54-27213-12,2928
175-87835-12,2929
158-79028-12,2930
249-124748-12,2931
126-63257-12,2932
36-18184-12,2933
211-105523-12,2934
151-75915-12,2935
6-3407-12,2936
239-119937-12,2937
180-90449-12,2938
239-119620-12,2939
212-106465-12,2940
172-86423-12,2941
240-120388-12,2942
231-115747-12,2943
155-77708-12,2944
211-105861-12,2945
119-59825-12,2946
152-76408-12,2947
53-26716-12,2948
33-16792-12,2949
114-57364-12,2950
180-90057-12,2951
87-43878-12,2952
156-78289-12,2953
22-11160-12,2954
191-95548-12,2955
167-83559-12,2956
5-2719-12,2957
214-107379-12,2958
125-62945-12,2959
195-97516-12,2960
232-116195-12,2961
21-10614-12,2962
68-34190-12,2963
186-93217-12,2964
227-113755-12,2965
135-67879-12,2966
51-25985-12,2967
249-124898-12,2968
50-25260-12,2969
75-37561-12,2970
103-51512-12,2971
98-49131-12,2972
136-68344-12,2973
91-45965-12,2974
148-74169-12,2975
0-345-12,2976
45-22948-12,2977
22-11053-12,2978
194-97262-12,2979
95-47637-12,2980
55-27880-12,2981
192-96386-12,2982
216-108201-12,2983
251-125970-12,2984
234-117092-12,2985
223-111640-12,2986
117-58745-12,2987
132-66112-12,2988
170-85142-12,2989
149-74896-12,2990
192-96044-12,2991
113-56666-12,2992
30-15292-12,2993
129-64702-12,2994
176-88088-12,2995
235-117817-12,2996
247-123710-12,2997
228-114481-12,2998
145-72971-12,2999
222-111278-12,3000
63-31884-12,3001
144-72396-12,3002
119-59540-12,3003
166-83439-12,3004
54-27073-12,3005
224-112278-12,3006
121-60714-12,3007
55-27884-12,3008
4-2180-12,3009
123-61644-12,3010
50-25472-12,3011
206-103020-12,3012
131-65963-12,3013
112-56024-12,3014
232-116096-12,3015
86-43421-12,3016
64-32453-12,3017
133-66680-12,3018
242-121418-12,3019
82-41235-12,3020
210-105440-12,3021
76-38004-12,3022
67-33857-12,3023
172-86480-12,3024
149-74614-12,3025
86-43323-12,3026
118-59242-12,3027
45-22556-12,3028
97-48699-12,3029
66-33059-12,3030
216-108368-12,3031
120-60422-12,3032
61-30674-12,3033
155-77521-12,3034
151-75563-12,3035
82-41190-12,3036
88-44285-12,3037
202-101212-12,3038
169-84535-12,3039
89-44526-12,3040
196-98424-12,3041
111-55638-12,3042
17-8795-12,3043
91-45659-12,3044
233-116589-12,3045
123-61625-12,3046
238-119364-12,3047
58-29222-12,3048
101-50833-12,3049
212-106344-12,3050
180-90086-12,3051
202-101474-12,3052
37-18703-12,3053
161-80829-12,3054
92-46392-12,3055
21-10628-12,3056
140-70452-12,3057
119-59859-12,3058
44-22004-12,3059
205-102746-12,3060
38-19445-12,3061
48-24197-12,3062
155-77791-12,3063
113-56953-12,3064
53-26748-12,3065
151-75964-12,3066
206-103412-12,3067
166-83210-12,3068
23-11549-12,3069
147-73556-12,3070
99-49660-12,3071
99-49550-12,3072
252-126459-12,3073
199-99932-12,3074
119-59642-12,3075
66-33265-12,3076
129-64991-12,3077
93-46941-12,3078
242-121209-12,3079
237-118582-12,3080
10-5117-12,3081
125-62971-12,3082
17-8933-12,3083
159-79524-12,3084
89-44558-12,3085
203-101839-12,3086
148-74306-12,3087
6-3394-12,3088
184-92052-12,3089
61-30511-12,3090
102-51005-12,3091
29-14941-12,3092
21-10634-12,3093
72-36183-12,3094
133-66937-12,3095
25-12807-12,3096
3-1593-12,3097
149-74861-12,3098
18-9360-12,3099
200-100497-12,3100
142-71342-12,3101
215-107814-12,3102
14-7379-12,3103
251-125662-12,3104
166-83488-12,3105
49-24710-12,3106
8-4112-12,3107
175-87925-12,3108
236-118050-12,3109
178-89353-12,3110
126-63414-12,3111
124-62453-12,3112
145-72527-12,3113
226-113136-12,3114
50-25175-12,3115
14-7306-12,3116
99-49771-12,3117
28-14279-12,3118
102-51449-12,3119
112-56123-12,3120
202-101402-12,3121
152-76351-12,3122
216-108007-12,3123
137-68855-12,3124
253-126615-12,3125
35-17930-12,3126
208-104125-12,3127
34-17267-12,3128
115-57840-12,3129
147-73855-12,3130
19-9881-12,3131
124-62479-12,3132
39-19724-12,3133
246-123473-12,3134
159-79944-12,3135
3-1782-12,3136
234-117231-12,3137
51-25542-12,3138
74-37126-12,3139
98-49488-12,3140
40-20000-12,3141
116-58003-12,3142
20-10447-12,3143
179-89714-12,3144
55-27593-12,3145
39-19928-12,3146
236-118135-12,3147
144-72217-12,3148
211-105981-12,3149
210-105066-12,3150
65-32810-12,3151
224-112408-12,3152
243-121558-12,3153
130-65267-12,3154
61-30782-12,3155
134-67105-12,3156
170-85158-12,3157
30-15362-12,3158
206-103061-12,3159
173-86503-12,3160
67-33880-12,3161
171-85560-12,3162
239-119513-12,3163
90-45072-12,3164
222-111272-12,3165
219-109603-12,3166
242-121379-12,3167
232-116343-12,3168
66-33124-12,3169
54-27443-12,3170
137-68765-12,3171
50-25028-12,3172
171-85506-12,3173
37-18563-12,3174
156-78133-12,3175
217-108716-12,3176
174-87495-12,3177
159-79993-12,3178
154-77258-12,3179
216-108226-12,3180
79-39876-12,3181
152-76202-12,3182
24-12322-12,3183
72-36057-12,3184
183-91856-12,3185
70-35231-12,3186
126-63245-12,3187
247-123500-12,3188
97-48852-12,3189
196-98466-12,3190
165-82630-12,3191
182-91032-12,3192
65-32876-12,3193
54-27382-12,3194
99-49623-12,3195
230-115244-12,3196
41-20700-12,3197
200-100247-12,3198
187-93832-12,3199
249-124646-12,3200
9-4998-12,3201
238-119174-12,3202
183-91853-12,3203
37-18567-12,3204
204-102344-12,3205
239-119675-12,3206
208-104439-12,3207
76-38128-12,3208
218-109390-12,3209
27-13726-12,3210
132-66251-12,3211
137-68838-12,3212
62-31178-12,3213
98-49498-12,3214
90-45011-12,3215
97-48731-12,3216
6-3283-12,3217
179-89803-12,3218
250-125284-12,3219
36-18030-12,3220
147-73512-12,3221
17-8747-12,3222
29-14773-12,3223
69-34979-12,3224
185-92665-12,3225
11-5861-12,3226
0-426-12,3227
189-94841-12,3228
251-125564-12,3229
158-79017-12,3230
188-94409-12,3231
75-37545-12,3232
62-31442-12,3233
222-111174-12,3234
63-31907-12,3235
242-121479-12,3236
37-18793-12,3237
102-51266-12,3238
120-60352-12,3239
223-111503-12,3240
193-96805-12,3241
217-108784-12,3242
236-118148-12,3243
206-103148-12,3244
182-91133-12,3245
124-62425-12,3246
51-25822-12,3247
135-67729-12,3248
149-74531-12,3249
192-96294-12,3250
28-14289-12,3251
75-37865-12,3252
11-5930-12,3253
191-95878-12,3254
76-38273-12,3255
242-121212-12,3256
150-75020-12,3257
7-3639-12,3258
228-114108-12,3259
35-17629-12,3260
4-2234-12,3261
130-65160-12,3262
39-19655-12,3263
164-82248-12,3264
236-118382-12,3265
252-126229-12,3266
137-68534-12,3267
156-78252-12,3268
203-101638-12,3269
157-78911-12,3270
168-84052-12,3271
84-42278-12,3272
159-79921-12,3273
44-22268-12,3274
144-72345-12,3275
52-26271-12,3276
176-88142-12,3277
71-35691-12,3278
160-80287-12,3279
131-65731-12,3280
127-63519-12,3281
231-115986-12,3282
57-28624-12,3283
60-30251-12,3284
17-8612-12,3285
140-70327-12,3286
158-79092-12,3287
23-11505-12,3288
207-103590-12,3289
23-11705-12,3290
237-118736-12,3291
70-35409-12,3292
212-106118-12,3293
114-57403-12,3294
229-114554-12,3295
250-125299-12,3296
231-115922-12,3297
226-113499-12,3298
55-27831-12,3299
41-20906-12,3300
143-71914-12,3301
182-91246-12,3302
85-42941-12,3303
36-18299-12,3304
52-26387-12,3305
35-17648-12,3306
192-96376-12,3307
113-56533-12,3308
56-28174-12,3309
168-84131-12,3310
20-10266-12,3311
240-120412-12,3312
238-119350-12,3313
247-123580-12,3314
225-112604-12,3315
66-33305-12,3316
139-69511-12,3317
243-121977-12,3318
89-44949-12,3319
127-63955-12,3320
57-28942-12,3321
27-13733-12,3322
48-24206-12,3323
72-36050-12,3324
73-36716-12,3325
204-102358-12,3326
40-20482-12,3327
6-3268-12,3328
250-125297-12,3329
239-119833-12,3330
38-19364-12,3331
121-60671-12,3332
246-123397-12,3333
170-85113-12,3334
62-31062-12,3335
129-64977-12,3336
91-45629-12,3337
110-55319-12,3338
127-63563-12,3339
209-104558-12,3340
192-96024-12,3341
49-24785-12,3342
86-43386-12,3343
40-20074-12,3344
11-5699-12,3345
161-80671-12,3346
195-97752-12,3347
30-15231-12,3348
230-115388-12,3349
236-118422-12,3350
38-19340-12,3351
127-63808-12,3352
64-32245-12,3353
233-116928-12,3354
14-7251-12,3355
178-89326-12,3356
86-43215-12,3357
190-95083-12,3358
90-45287-12,3359
247-123543-12,3360
7-3907-12,3361
143-71805-12,3362
165-82531-12,3363
197-98668-12,3364
194-97252-12,3365
191-95694-12,3366
173-86977-12,3367
41-20585-12,3368
188-94275-12,3369
40-20367-12,3370
168-84198-12,3371
174-87336-12,3372
90-45396-12,3373
112-56201-12,3374
106-53498-12,3375
168-84076-12,3376
50-25087-12,3377
179-89607-12,3378
239-119867-12,3379
197-98501-12,3380
222-111356-12,3381
169-84724-12,3382
239-119597-12,3383
99-49731-12,3384
85-42676-12,3385
232-116391-12,3386
73-36930-12,3387
47-23990-12,3388
195-97826-12,3389
75-37795-12,3390
113-56541-12,3391
121-60758-12,3392
198-99011-12,3393
20-10103-12,3394
101-50804-12,3395
184-92327-12,3396
104-52111-12,3397
112-56142-12,3398
128-64437-12,3399
204-102321-12,3400
21-10928-12,3401
55-27939-12,3402
121-60596-12,3403
191-95870-12,3404
95-47660-12,3405
21-10520-12,3406
43-21667-12,3407
19-9696-12,3408
212-106274-12,3409
37-18719-12,3410
58-29487-12,3411
68-34143-12,3412
189-94603-12,3413
92-46079-12,3414
216-108149-12,3415
126-63409-12,3416
215-107698-12,3417
127-63503-12,3418
241-120754-12,3419
32-16080-12,3420
183-91590-12,3421
86-43133-12,3422
99-49552-12,3423
96-48083-12,3424
93-46713-12,3425
183-91890-12,3426
21-10697-12,3427
163-81725-12,3428
177-88531-12,3429
112-56354-12,3430
208-104238-12,3431
95-47911-12,3432
250-125394-12,3433
61-30683-12,3434
139-69942-12,3435
205-102835-12,3436
53-26895-12,3437
198-99024-12,3438
37-18786-12,3439
194-97353-12,3440
231-115895-12,3441
113-56840-12,3442
232-116408-12,3443
39-19716-12,3444
248-124026-12,3445
200-100055-12,3446
231-115753-12,3447
66-33435-12,3448
223-111822-12,3449
49-24920-12,3450
137-68856-12,3451
76-38222-12,3452
129-64778-12,3453
206-103421-12,3454
66-33200-12,3455
85-42978-12,3456
223-111865-12,3457
218-109205-12,3458
252-126278-12,3459
148-74155-12,3460
61-30859-12,3461
212-106433-12,3462
86-43355-12,3463
185-92852-12,3464
44-22369-12,3465
39-19672-12,3466
182-91377-12,3467
185-92932-12,3468
45-22843-12,3469
59-29948-12,3470
134-67411-12,3471
79-39919-12,3472
243-121710-12,3473
28-14470-12,3474
191-95756-12,3475
26-13055-12,3476
137-68761-12,3477
132-66032-12,3478
66-33376-12,3479
73-36727-12,3480
248-124479-12,3481
232-116037-12,3482
84-42070-12,3483
18-9150-12,3484
66-33280-12,3485
226-113415-12,3486
48-24418-12,3487
80-40022-12,3488
117-58828-12,3489
138-69329-12,3490
252-126392-12,3491
198-99084-12,3492
93-46974-12,3493
168-84295-12,3494
77-38937-12,3495
204-102270-12,3496
151-75956-12,3497
189-94607-12,3498
137-68979-12,3499
157-78991-12,3500
167-83994-12,3501
96-48294-12,3502
36-18080-12,3503
165-82751-12,3504
214-107377-12,3505
182-91112-12,3506
52-26326-12,3507
187-93550-12,3508
1-665-12,3509
153-76814-12,3510
57-28530-12,3511
247-123949-12,3512
131-65657-12,3513
220-110394-12,3514
136-68297-12,3515
246-123380-12,3516
70-35112-12,3517
95-47985-12,3518
237-118957-12,3519
91-45920-12,3520
227-113513-12,3521
210-105466-12,3522
27-13849-12,3523
48-24186-12,3524
27-13515-12,3525
128-64447-12,3526
109-54510-12,3527
207-103598-12,3528
211-105769-12,3529
239-119538-12,3530
201-100696-12,3531
62-31265-12,3532
57-28771-12,3533
57-28955-12,3534
74-37302-12,3535
15-7674-12,3536
138-69235-12,3537
77-38782-12,3538
136-68446-12,3539
15-7589-12,3540
174-87152-12,3541
153-76936-12,3542
132-66319-12,3543
176-88341-12,3544
228-114330-12,3545
32-16365-12,3546
230-115005-12,3547
119-59640-12,3548
106-53351-12,3549
54-27001-12,3550
165-82502-12,3551
139-69801-12,3552
159-79529-12,3553
169-84645-12,3554
192-96157-12,3555
33-16581-12,3556
6-3311-12,3557
181-90679-12,3558
247-123879-12,3559
143-71903-12,3560
38-19242-12,3561
121-60851-12,3562
110-55093-12,3563
224-112027-12,3564
148-74051-12,3565
34-17339-12,3566
205-102988-12,3567
78-39114-12,3568
138-69205-12,3569
85-42859-12,3570
202-101038-12,3571
15-7797-12,3572
216-108252-12,3573
96-48066-12,3574
249-124563-12,3575
139-69727-12,3576
233-116622-12,3577
6-3488-12,3578
136-68357-12,3579
127-63984-12,3580
165-82526-12,3581
106-53162-12,3582
126-63082-12,3583
242-121293-12,3584
134-67029-12,3585
118-59144-12,3586
38-19096-12,3587
92-46291-12,3588
47-23798-12,3589
38-19307-12,3590
86-43128-12,3591
195-97991-12,3592
42-21439-12,3593
44-22344-12,3594
32-16376-12,3595
36-18195-12,3596
16-8471-12,3597
187-93715-12,3598
241-120824-12,3599
208-104085-12,3600
125-62552-12,3601
121-60975-12,3602
180-90383-12,3603
13-6742-12,3604
101-50582-12,3605
92-46160-12,3606
160-80124-12,3607
52-26203-12,3608
118-59366-12,3609
65-32731-12,3610
46-23252-12,3611
242-121163-12,3612
64-32038-12,3613
97-48530-12,3614
127-63958-12,3615
170-85285-12,3616
8-4169-12,3617
161-80611-12,3618
164-82051-12,3619
205-102712-12,3620
142-71381-12,3621
65-32819-12,3622
12-6290-12,3623
167-83671-12,3624
243-121717-12,3625
41-20827-12,3626
188-94262-12,3627
65-32653-12,3628
92-46286-12,3629
32-16172-12,3630
49-24775-12,3631
67-33939-12,3632
238-119169-12,3633
116-58320-12,3634
40-20244-12,3635
139-69648-12,3636
179-89717-12,3637
141-70777-12,3638
183-91995-12,3639
87-43593-12,3640
247-123913-12,3641
19-9746-12,3642
249-124926-12,3643
2-1191-12,3644
168-84418-12,3645
119-59794-12,3646
63-31873-12,3647
155-77749-12,3648
178-89111-12,3649
81-40830-12,3650
202-101341-12,3651
8-4216-12,3652
165-82549-12,3653
127-63796-12,3654
226-113411-12,3655
226-113368-12,3656
78-39352-12,3657
173-86655-12,3658
45-22926-12,3659
225-112573-12,3660
116-58184-12,3661
23-11765-12,3662
68-34223-12,3663
124-62100-12,3664
59-29636-12,3665
88-44399-12,3666
242-121244-12,3667
126-63068-12,3668
59-29764-12,3669
61-30615-12,3670
232-116339-12,3671
214-107376-12,3672
241-120882-12,3673
175-87701-12,3674
245-122649-12,3675
161-80546-12,3676
97-48522-12,3677
131-65794-12,3678
119-59960-12,3679
188-94217-12,3680
126-63081-12,3681
189-94560-12,3682
214-107295-12,3683
59-29640-12,3684
122-61390-12,3685
155-77958-12,3686
40-20004-12,3687
86-43051-12,3688
111-55893-12,3689
16-8208-12,3690
44-22435-12,3691
151-75675-12,3692
23-11709-12,3693
69-34915-12,3694
216-108154-12,3695
95-47895-12,3696
153-76908-12,3697
204-102194-12,3698
102-51210-12,3699
78-39330-12,3700
86-43373-12,3701
141-70802-12,3702
183-91787-12,3703
78-39079-12,3704
179-89751-12,3705
32-16062-12,3706
178-89174-12,3707
182-91122-12,3708
44-22340-12,3709
144-72276-12,3710
60-30327-12,3711
74-37293-12,3712
18-9424-12,3713
34-17484-12,3714
149-74893-12,3715
112-56044-12,3716
76-38140-12,3717
167-83837-12,3718
115-57769-12,3719
235-117567-12,3720
1-775-12,3721
204-102175-12,3722
7-3967-12,3723
184-92080-12,3724
224-112462-12,3725
160-80383-12,3726
149-74579-12,3727
166-83255-12,3728
133-66862-12,3729
184-92435-12,3730
122-61144-12,3731
124-62326-12,3732
91-45742-12,3733
251-125690-12,3734
120-60010-12,3735
132-66136-12,3736
181-90719-12,3737
220-110164-12,3738
223-111905-12,3739
49-24533-12,3740
164-82316-12,3741
221-110547-12,3742
37-18944-12,3743
65-32502-12,3744
59-29867-12,3745
28-14288-12,3746
151-75782-12,3747
144-72423-12,3748
61-30971-12,3749
122-61257-12,3750
241-120726-12,3751
206-103211-12,3752
147-73790-12,3753
116-58136-12,3754
115-57543-12,3755
97-48631-12,3756
88-44330-12,3757
59-29618-12,3758
193-96774-12,3759
77-38914-12,3760
154-77021-12,3761
60-30415-12,3762
59-29676-12,3763
81-40589-12,3764
3-1563-12,3765
141-70929-12,3766
104-52208-12,3767
130-65266-12,3768
10-5489-12,3769
4-2301-12,3770
106-53191-12,3771
221-110782-12,3772
48-24399-12,3773
120-60288-12,3774
191-95647-12,3775
192-96473-12,3776
46-23126-12,3777
18-9478-12,3778
220-110147-12,3779
228-114127-12,3780
216-108275-12,3781
204-102255-12,3782
37-18783-12,3783
194-97434-12,3784
122-61474-12,3785
148-74377-12,3786
148-74437-12,3787
226-113302-12,3788
66-33007-12,3789
102-51179-12,3790
75-37644-12,3791
149-74953-12,3792
228-114133-12,3793
209-104677-12,3794
142-71339-12,3795
85-42742-12,3796
212-106242-12,3797
224-112269-12,3798
220-110255-12,3799
183-91545-12,3800
219-109714-12,3801
142-71443-12,3802
98-49034-12,3803
238-119105-12,3804
72-36487-12,3805
82-41482-12,3806
106-53184-12,3807
129-64794-12,3808
94-47450-12,3809
89-44895-12,3810
97-48760-12,3811
165-82684-12,3812
224-112234-12,3813
82-41191-12,3814
226-113214-12,3815
140-70322-12,3816
169-84920-12,3817
139-69817-12,3818
238-119041-12,3819
226-113186-12,3820
15-7567-12,3821
117-58822-12,3822
126-63316-12,3823
90-45495-12,3824
165-82627-12,3825
121-60860-12,3826
171-85991-12,3827
15-7764-12,3828
196-98479-12,3829
91-45899-12,3830
185-92906-12,3831
187-93565-12,3832
235-117581-12,3833
80-40362-12,3834
130-65289-12,3835
173-86854-12,3836
68-34156-12,3837
198-99209-12,3838
41-20532-12,3839
218-109232-12,3840
39-19526-12,3841
113-56894-12,3842
239-119609-12,3843
141-70549-12,3844
138-69471-12,3845
170-85265-12,3846
166-83070-12,3847
13-6506-12,3848
242-121471-12,3849
107-53990-12,3850
163-81871-12,3851
120-60088-12,3852
36-18362-12,3853
72-36079-12,3854
143-71514-12,3855
18-9358-12,3856
142-71368-12,3857
151-75951-12,3858
227-113941-12,3859
210-105258-12,3860
2-1262-12,3861
87-43649-12,3862
120-60106-12,3863
215-107657-12,3864
191-95799-12,3865
32-16018-12,3866
82-41207-12,3867
134-67395-12,3868
214-107101-12,3869
25-12923-12,3870
78-39489-12,3871
28-14166-12,3872
125-62843-12,3873
121-60655-12,3874
158-79283-12,3875
67-33697-12,3876
102-51069-12,3877
55-27968-12,3878
109-54758-12,3879
7-3825-12,3880
83-41509-12,3881
231-115918-12,3882
210-105165-12,3883
216-108156-12,3884
99-49890-12,3885
89-44640-12,3886
210-105088-12,3887
112-56325-12,3888
162-81112-12,3889
173-86756-12,3890
237-118827-12,3891
158-79394-12,3892
211-105537-12,3893
198-99168-12,3894
183-91978-12,3895
201-100972-12,3896
169-84643-12,3897
251-125648-12,3898
71-35665-12,3899
4-2001-12,3900
153-76531-12,3901
51-25655-12,3902
244-122451-12,3903
123-61756-12,3904
159-79743-12,3905
113-56674-12,3906
36-18315-12,3907
159-79629-12,3908
238-119150-12,3909
71-35808-12,3910
109-54973-12,3911
10-5269-12,3912
244-122167-12,3913
26-13347-12,3914
73-36861-12,3915
86-43150-12,3916
11-5890-12,3917
123-61899-12,3918
86-43049-12,3919
251-125594-12,3920
106-53015-12,3921
58-29209-12,3922
147-73723-12,3923
130-65108-12,3924
60-30341-12,3925
244-122168-12,3926
167-83946-12,3927
147-73568-12,3928
194-97277-12,3929
247-123876-12,3930
36-18200-12,3931
7-3675-12,3932
168-84483-12,3933
153-76834-12,3934
33-16738-12,3935
122-61383-12,3936
29-14652-12,3937
180-90146-12,3938
250-125125-12,3939
235-117952-12,3940
189-94914-12,3941
150-75417-12,3942
45-22681-12,3943
246-123336-12,3944
0-249-12,3945
90-45286-12,3946
29-14522-12,3947
219-109991-12,3948
165-82834-12,3949
27-13774-12,3950
82-41378-12,3951
218-109020-12,3952
220-110358-12,3953
117-58766-12,3954
248-124407-12,3955
217-108969-12,3956
193-96799-12,3957
225-112891-12,3958
42-21322-12,3959
92-46334-12,3960
123-61714-12,3961
200-100147-12,3962
135-67570-12,3963
209-104856-12,3964
8-4205-12,3965
97-48539-12,3966
104-52397-12,3967
79-39943-12,3968
223-111979-12,3969
11-5835-12,3970
197-98512-12,3971
184-92111-12,3972
196-98164-12,3973
10-5394-12,3974
113-56575-12,3975
47-23746-12,3976
115-57679-12,3977
27-13949-12,3978
244-122368-12,3979
211-105935-12,3980
101-50978-12,3981
113-56595-12,3982
5-2840-12,3983
108-54477-12,3984
198-99337-12,3985
108-54143-12,3986
162-81346-12,3987
32-16022-12,3988
60-30077-12,3989
197-98621-12,3990
179-89701-12,3991
203-101908-12,3992
81-40505-12,3993
15-7642-12,3994
87-43581-12,3995
219-109531-12,3996
127-63509-12,3997
106-53229-12,3998
93-46950-12,3999
75-37907-12,4000
245-122843-12,4001
242-121159-12,4002
125-62546-12,4003
215-107856-12,4004
53-26883-12,4005
240-120091-12,4006
134-67235-12,4007
148-74042-12,4008
227-113805-12,4009
131-65762-12,4010
158-79157-12,4011
33-16828-12,4012
70-35255-12,4013
165-82568-12,4014
104-52146-12,4015
247-123990-12,4016
99-49781-12,4017
21-10773-12,4018
210-105282-12,4019
25-12880-12,4020
252-126470-12,4021
61-30758-12,4022
28-14027-12,4023
2-1192-12,4024
65-32568-12,4025
183-91832-12,4026
230-115003-12,4027
116-58367-12,4028
238-119115-12,4029
50-25000-12,4030
213-106556-12,4031
229-114953-12,4032
29-14797-12,4033
85-42990-12,4034
164-82374-12,4035
153-76895-12,4036
166-83276-12,4037
132-66173-12,4038
171-85768-12,4039
78-39124-12,4040
51-25881-12,4041
177-88756-12,4042
235-117857-12,4043
217-108999-12,4044
94-47265-12,4045
78-39428-12,4046
87-43822-12,4047
47-23575-12,4048
30-15404-12,4049
233-116539-12,4050
69-34578-12,4051
124-62054-12,4052
48-24044-12,4053
222-111294-12,4054
122-61477-12,4055
80-40291-12,4056
86-43054-12,4057
152-76131-12,4058
48-24177-12,4059
47-23897-12,4060
143-71538-12,4061
231-115723-12,4062
72-36130-12,4063
253-126502-12,4064
54-27343-12,4065
170-85485-12,4066
232-116237-12,4067
225-112601-12,4068
82-41381-12,4069
224-112460-12,4070
222-111153-12,4071
147-73744-12,4072
130-65194-12,4073
77-38949-12,4074
75-37758-12,4075
68-34405-12,4076
30-15216-12,4077
101-50691-12,4078
221-110772-12,4079
100-50429-12,4080
118-59131-12,4081
89-44757-12,4082
17-8943-12,4083
39-19700-12,4084
122-61017-12,4085
124-62135-12,4086
75-37706-12,4087
191-95549-12,4088
62-31449-12,4089
56-28292-12,4090
161-80857-12,4091
178-89282-12,4092
155-77877-12,4093
169-84531-12,4094
96-48132-12,4095
170-85130-12,4096
32-16151-12,4097
84-42017-12,4098
66-33494-12,4099
181-90875-12,4100
120-60155-12,4101
71-35975-12,4102
84-42301-12,4103
111-55901-12,4104
20-10091-12,4105
1-769-12,4106
178-89110-12,4107
113-56684-12,4108
160-80427-12,4109
206-103456-12,4110
91-45728-12,4111
163-81973-12,4112
166-83243-12,4113
76-38044-12,4114
110-55166-12,4115
244-122381-12,4116
189-94694-12,4117
135-67746-12,4118
239-119765-12,4119
91-45536-12,4120
120-60039-12,4121
40-20007-12,4122
250-125063-12,4123
150-75337-12,4124
214-107241-12,4125
80-40267-12,4126
132-66278-12,4127
27-13694-12,4128
172-86260-12,4129
58-29460-12,4130
186-93437-12,4131
178-89441-12,4132
55-27541-12,4133
100-50421-12,4134
73-36842-12,4135
137-68994-12,4136
36-18429-12,4137
27-13542-12,4138
181-90750-12,4139
78-39337-12,4140
219-109834-12,4141
113-56647-12,4142
133-66822-12,4143
46-23363-12,4144
207-103771-12,4145
10-5057-12,4146
252-126074-12,4147
73-36513-12,4148
87-43533-12,4149
8-4090-12,4150
93-46722-12,4151
243-121517-12,4152
203-101610-12,4153
207-103595-12,4154
41-20876-12,4155
164-82301-12,4156
27-13525-12,4157
248-124252-12,4158
69-34935-12,4159
161-80645-12,4160
190-95424-12,4161
124-62206-12,4162
192-96151-12,4163
69-34833-12,4164
222-111231-12,4165
98-49102-12,4166
85-42500-12,4167
65-32747-12,4168
12-6149-12,4169
76-38088-12,4170
196-98444-12,4171
153-76566-12,4172
84-42071-12,4173
137-68911-12,4174
16-8355-12,4175
56-28112-12,4176
70-35162-12,4177
175-87856-12,4178
75-37543-12,4179
218-109426-12,4180
34-17439-12,4181
66-33354-12,4182
160-80101-12,4183
70-35356-12,4184
253-126641-12,4185
198-99004-12,4186
200-100472-12,4187
197-98944-12,4188
52-26395-12,4189
183-91911-12,4190
202-101042-12,4191
115-57549-12,4192
106-53160-12,4193
120-60262-12,4194
217-108560-12,4195
100-50196-12,4196
118-59240-12,4197
128-64184-12,4198
131-65739-12,4199
177-88803-12,4200
66-33235-12,4201
12-6049-12,4202
193-96669-12,4203
166-83398-12,4204
250-125331-12,4205
166-83112-12,4206
128-64398-12,4207
180-90445-12,4208
74-37270-12,4209
208-104211-12,4210
100-50323-12,4211
166-83197-12,4212
51-25693-12,4213
186-93453-12,4214
96-48007-12,4215
224-112122-12,4216
251-125706-12,4217
227-113988-12,4218
157-78779-12,4219
84-42003-12,4220
108-54110-12,4221
131-65522-12,4222
156-78293-12,4223
113-56605-12,4224
224-112272-12,4225
173-86709-12,4226
108-54005-12,4227
98-49209-12,4228
98-49049-12,4229
210-105248-12,4230
85-42812-12,4231
80-40429-12,4232
168-84405-12,4233
21-10839-12,4234
106-53083-12,4235
196-98366-12,4236
196-98469-12,4237
71-35945-12,4238
13-6917-12,4239
182-91482-12,4240
71-35922-12,4241
194-97345-12,4242
228-114118-12,4243
154-77234-12,4244
62-31451-12,4245
24-12184-12,4246
77-38804-12,4247
246-123469-12,4248
150-75470-12,4249
24-12016-12,4250
8-4236-12,4251
169-84951-12,4252
58-29205-12,4253
152-76120-12,4254
145-72958-12,4255
180-90047-12,4256
230-115194-12,4257
128-64296-12,4258
82-41140-12,4259
5-2894-12,4260
134-67194-12,4261
188-94177-12,4262
100-50260-12,4263
31-15742-12,4264
118-59165-12,4265
39-19712-12,4266
42-21129-12,4267
58-29240-12,4268
203-101515-12,4269
110-55198-12,4270
103-51946-12,4271
135-67537-12,4272
245-122980-12,4273
152-76044-12,4274
83-41505-12,4275
231-115523-12,4276
42-21122-12,4277
164-82277-12,4278
67-33639-12,4279
218-109210-12,4280
176-88436-12,4281
185-92853-12,4282
94-47110-12,4283
242-121059-12,4284
135-67601-12,4285
207-103506-12,4286
39-19536-12,4287
193-96701-12,4288
24-12329-12,4289
116-58068-12,4290
230-115360-12,4291
223-111682-12,4292
99-49734-12,4293
120-60373-12,4294
165-82847-12,4295
4-2353-12,4296
245-122912-12,4297
121-60901-12,4298
