site,i
157-78983-12,7100
7-3525-12,7101
65-32815-12,7102
110-55300-12,7103
21-10680-12,7104
191-95534-12,7105
160-80380-12,7106
129-64827-12,7107
231-115840-12,7108
45-22533-12,7109
116-58287-12,7110
179-89957-12,7111
194-97319-12,7112
74-37477-12,7113
154-77031-12,7114
167-83729-12,7115
55-27500-12,7116
235-117644-12,7117
237-118904-12,7118
183-91846-12,7119
78-39270-12,7120
139-69661-12,7121
136-68292-12,7122
230-115185-12,7123
192-96276-12,7124
131-65870-12,7125
202-101282-12,7126
24-12023-12,7127
64-32303-12,7128
34-17283-12,7129
128-64424-12,7130
40-20348-12,7131
135-67822-12,7132
91-45947-12,7133
136-68456-12,7134
145-72862-12,7135
126-63430-12,7136
18-9197-12,7137
110-55108-12,7138
227-113577-12,7139
130-65411-12,7140
156-78139-12,7141
60-30272-12,7142
31-15766-12,7143
90-45042-12,7144
168-84091-12,7145
168-84135-12,7146
31-15683-12,7147
190-95001-12,7148
154-77279-12,7149
187-93798-12,7150
17-8549-12,7151
227-113934-12,7152
76-38297-12,7153
45-22845-12,7154
96-48335-12,7155
27-13763-12,7156
252-126472-12,7157
247-123665-12,7158
51-25991-12,7159
162-81224-12,7160
64-32376-12,7161
119-59941-12,7162
132-66492-12,7163
91-45960-12,7164
177-88965-12,7165
67-33540-12,7166
146-73384-12,7167
219-109961-12,7168
157-78597-12,7169
91-45507-12,7170
23-11541-12,7171
1-543-12,7172
235-117676-12,7173
151-75942-12,7174
30-15253-12,7175
195-97962-12,7176
210-105456-12,7177
0-209-12,7178
29-14868-12,7179
129-64935-12,7180
133-66663-12,7181
172-86282-12,7182
94-47217-12,7183
215-107561-12,7184
96-48477-12,7185
90-45141-12,7186
35-17846-12,7187
39-19656-12,7188
16-8074-12,7189
75-37693-12,7190
42-21492-12,7191
38-19395-12,7192
124-62091-12,7193
31-15574-12,7194
202-101103-12,7195
125-62745-12,7196
222-111400-12,7197
173-86606-12,7198
42-21094-12,7199
209-104573-12,7200
203-101915-12,7201
242-121499-12,7202
34-17036-12,7203
173-86589-12,7204
46-23338-12,7205
167-83701-12,7206
104-52292-12,7207
88-44233-12,7208
11-5711-12,7209
22-11224-12,7210
156-78245-12,7211
203-101718-12,7212
185-92916-12,7213
25-12888-12,7214
198-99468-12,7215
90-45478-12,7216
86-43463-12,7217
207-103512-12,7218
93-46859-12,7219
130-65174-12,7220
141-70676-12,7221
212-106323-12,7222
133-66551-12,7223
214-107318-12,7224
47-23966-12,7225
112-56210-12,7226
183-91807-12,7227
230-115164-12,7228
38-19098-12,7229
169-84939-12,7230
197-98764-12,7231
8-4380-12,7232
147-73914-12,7233
63-31711-12,7234
120-60287-12,7235
118-59281-12,7236
70-35045-12,7237
136-68415-12,7238
104-52015-12,7239
96-48215-12,7240
50-25424-12,7241
227-113728-12,7242
0-162-12,7243
124-62491-12,7244
144-72417-12,7245
42-21209-12,7246
208-104486-12,7247
1-576-12,7248
118-59150-12,7249
119-59983-12,7250
7-3557-12,7251
187-93737-12,7252
101-50642-12,7253
171-85686-12,7254
66-33384-12,7255
208-104059-12,7256
156-78312-12,7257
170-85297-12,7258
22-11393-12,7259
241-120741-12,7260
12-6374-12,7261
211-105593-12,7262
126-63122-12,7263
172-86493-12,7264
175-87561-12,7265
86-43474-12,7266
20-10263-12,7267
168-84328-12,7268
43-21660-12,7269
215-107906-12,7270
175-87945-12,7271
211-105735-12,7272
56-28300-12,7273
17-8859-12,7274
178-89079-12,7275
181-90779-12,7276
22-11121-12,7277
71-35618-12,7278
226-113291-12,7279
94-47260-12,7280
109-54981-12,7281
118-59238-12,7282
41-20735-12,7283
196-98400-12,7284
210-105169-12,7285
216-108330-12,7286
110-55402-12,7287
164-82128-12,7288
137-68818-12,7289
195-97557-12,7290
89-44999-12,7291
50-25163-12,7292
21-10756-12,7293
108-54166-12,7294
252-126499-12,7295
179-89510-12,7296
32-16416-12,7297
90-45185-12,7298
225-112526-12,7299
112-56279-12,7300
229-114616-12,7301
178-89436-12,7302
166-83214-12,7303
56-28163-12,7304
108-54371-12,7305
91-45558-12,7306
69-34704-12,7307
59-29872-12,7308
180-90168-12,7309
183-91612-12,7310
188-94106-12,7311
110-55205-12,7312
188-94312-12,7313
96-48300-12,7314
118-59118-12,7315
106-53311-12,7316
82-41330-12,7317
7-3935-12,7318
223-111921-12,7319
151-75781-12,7320
149-74641-12,7321
54-27398-12,7322
100-50024-12,7323
173-86502-12,7324
193-96643-12,7325
185-92779-12,7326
68-34368-12,7327
238-119487-12,7328
107-53772-12,7329
73-36678-12,7330
183-91626-12,7331
170-85064-12,7332
147-73649-12,7333
236-118359-12,7334
4-2086-12,7335
24-12062-12,7336
105-52815-12,7337
241-120878-12,7338
32-16139-12,7339
245-122572-12,7340
133-66552-12,7341
103-51838-12,7342
69-34734-12,7343
120-60357-12,7344
115-57720-12,7345
169-84885-12,7346
205-102570-12,7347
103-51932-12,7348
234-117351-12,7349
32-16174-12,7350
24-12381-12,7351
106-53385-12,7352
174-87278-12,7353
193-96828-12,7354
195-97735-12,7355
245-122619-12,7356
83-41791-12,7357
125-62548-12,7358
101-50808-12,7359
169-84869-12,7360
195-97508-12,7361
99-49868-12,7362
14-7472-12,7363
85-42995-12,7364
26-13342-12,7365
252-126431-12,7366
157-78527-12,7367
77-38733-12,7368
220-110418-12,7369
67-33610-12,7370
70-35382-12,7371
108-54332-12,7372
211-105550-12,7373
217-108789-12,7374
209-104729-12,7375
225-112534-12,7376
55-27950-12,7377
182-91244-12,7378
205-102550-12,7379
117-58657-12,7380
121-60503-12,7381
241-120859-12,7382
206-103171-12,7383
170-85163-12,7384
179-89817-12,7385
80-40460-12,7386
78-39252-12,7387
45-22987-12,7388
18-9220-12,7389
13-6759-12,7390
59-29855-12,7391
12-6090-12,7392
109-54566-12,7393
131-65700-12,7394
186-93197-12,7395
74-37474-12,7396
101-50896-12,7397
29-14727-12,7398
74-37346-12,7399
232-116286-12,7400
194-97405-12,7401
47-23698-12,7402
242-121443-12,7403
61-30950-12,7404
125-62626-12,7405
45-22584-12,7406
26-13367-12,7407
137-68559-12,7408
145-72638-12,7409
112-56188-12,7410
56-28121-12,7411
225-112880-12,7412
187-93819-12,7413
122-61121-12,7414
170-85276-12,7415
235-117675-12,7416
97-48515-12,7417
126-63462-12,7418
182-91203-12,7419
12-6136-12,7420
37-18551-12,7421
94-47341-12,7422
92-46308-12,7423
137-68799-12,7424
126-63120-12,7425
210-105275-12,7426
154-77060-12,7427
155-77739-12,7428
0-260-12,7429
159-79754-12,7430
73-36829-12,7431
103-51782-12,7432
153-76984-12,7433
152-76038-12,7434
36-18078-12,7435
103-51519-12,7436
87-43515-12,7437
43-21613-12,7438
127-63665-12,7439
173-86846-12,7440
168-84260-12,7441
85-42755-12,7442
5-2658-12,7443
119-59517-12,7444
232-116031-12,7445
98-49120-12,7446
230-115310-12,7447
61-30563-12,7448
11-5621-12,7449
15-7662-12,7450
192-96173-12,7451
91-45700-12,7452
110-55264-12,7453
30-15093-12,7454
185-92626-12,7455
87-43803-12,7456
106-53204-12,7457
232-116178-12,7458
206-103387-12,7459
211-105943-12,7460
166-83131-12,7461
174-87340-12,7462
175-87585-12,7463
109-54896-12,7464
233-116924-12,7465
169-84754-12,7466
180-90007-12,7467
201-100919-12,7468
6-3208-12,7469
115-57521-12,7470
168-84442-12,7471
175-87801-12,7472
54-27127-12,7473
225-112793-12,7474
238-119119-12,7475
150-75398-12,7476
182-91143-12,7477
149-74997-12,7478
149-74622-12,7479
23-11724-12,7480
147-73999-12,7481
98-49222-12,7482
79-39812-12,7483
234-117244-12,7484
179-89833-12,7485
33-16724-12,7486
143-71831-12,7487
37-18966-12,7488
225-112799-12,7489
219-109951-12,7490
188-94004-12,7491
134-67233-12,7492
80-40179-12,7493
114-57124-12,7494
87-43700-12,7495
102-51165-12,7496
173-86707-12,7497
236-118074-12,7498
221-110635-12,7499
179-89740-12,7500
77-38556-12,7501
206-103262-12,7502
42-21161-12,7503
56-28311-12,7504
198-99138-12,7505
242-121134-12,7506
153-76509-12,7507
150-75291-12,7508
9-4961-12,7509
15-7555-12,7510
38-19498-12,7511
15-7883-12,7512
100-50335-12,7513
231-115604-12,7514
90-45290-12,7515
115-57633-12,7516
2-1218-12,7517
86-43431-12,7518
192-96163-12,7519
210-105404-12,7520
26-13224-12,7521
39-19681-12,7522
176-88319-12,7523
92-46205-12,7524
132-66388-12,7525
66-33060-12,7526
155-77626-12,7527
203-101926-12,7528
206-103152-12,7529
173-86557-12,7530
42-21497-12,7531
184-92440-12,7532
53-26638-12,7533
6-3317-12,7534
41-20862-12,7535
229-114916-12,7536
121-60544-12,7537
207-103966-12,7538
249-124577-12,7539
160-80412-12,7540
216-108385-12,7541
213-106702-12,7542
140-70003-12,7543
210-105322-12,7544
55-27716-12,7545
231-115919-12,7546
69-34731-12,7547
134-67038-12,7548
220-110438-12,7549
161-80617-12,7550
24-12061-12,7551
237-118633-12,7552
29-14886-12,7553
111-55929-12,7554
183-91664-12,7555
53-26811-12,7556
15-7948-12,7557
164-82207-12,7558
69-34998-12,7559
105-52544-12,7560
186-93155-12,7561
229-114510-12,7562
223-111918-12,7563
90-45283-12,7564
233-116723-12,7565
96-48484-12,7566
43-21581-12,7567
203-101992-12,7568
32-16240-12,7569
157-78955-12,7570
22-11102-12,7571
124-62340-12,7572
203-101872-12,7573
31-15774-12,7574
106-53172-12,7575
129-64558-12,7576
1-967-12,7577
242-121468-12,7578
41-20847-12,7579
4-2422-12,7580
245-122600-12,7581
183-91692-12,7582
72-36249-12,7583
205-102510-12,7584
147-73849-12,7585
153-76632-12,7586
137-68878-12,7587
48-24356-12,7588
33-16627-12,7589
90-45446-12,7590
148-74355-12,7591
77-38593-12,7592
154-77358-12,7593
118-59283-12,7594
153-76757-12,7595
193-96632-12,7596
94-47193-12,7597
26-13428-12,7598
21-10521-12,7599
85-42548-12,7600
70-35158-12,7601
218-109461-12,7602
229-114914-12,7603
12-6410-12,7604
24-12288-12,7605
235-117975-12,7606
103-51696-12,7607
250-125075-12,7608
64-32423-12,7609
30-15238-12,7610
111-55658-12,7611
77-38938-12,7612
243-121747-12,7613
244-122124-12,7614
253-126627-12,7615
103-51589-12,7616
43-21832-12,7617
96-48107-12,7618
105-52840-12,7619
71-35970-12,7620
74-37061-12,7621
173-86639-12,7622
118-59182-12,7623
159-79571-12,7624
227-113763-12,7625
203-101887-12,7626
49-24908-12,7627
151-75847-12,7628
67-33550-12,7629
144-72222-12,7630
92-46066-12,7631
119-59835-12,7632
137-68815-12,7633
209-104983-12,7634
238-119444-12,7635
222-111335-12,7636
237-118610-12,7637
105-52935-12,7638
180-90122-12,7639
135-67669-12,7640
148-74238-12,7641
18-9413-12,7642
186-93482-12,7643
7-3836-12,7644
94-47147-12,7645
239-119635-12,7646
202-101258-12,7647
35-17688-12,7648
38-19287-12,7649
106-53350-12,7650
54-27163-12,7651
67-33832-12,7652
57-28558-12,7653
123-61966-12,7654
201-100838-12,7655
191-95782-12,7656
222-111291-12,7657
189-94605-12,7658
109-54658-12,7659
58-29312-12,7660
5-2674-12,7661
129-64512-12,7662
152-76396-12,7663
12-6478-12,7664
233-116802-12,7665
250-125476-12,7666
22-11201-12,7667
194-97420-12,7668
184-92031-12,7669
37-18638-12,7670
82-41124-12,7671
221-110763-12,7672
208-104014-12,7673
124-62037-12,7674
90-45405-12,7675
105-52564-12,7676
232-116449-12,7677
81-40881-12,7678
204-102245-12,7679
239-119974-12,7680
98-49068-12,7681
1-631-12,7682
156-78471-12,7683
218-109234-12,7684
166-83008-12,7685
43-21582-12,7686
252-126305-12,7687
238-119337-12,7688
63-31756-12,7689
29-14613-12,7690
47-23711-12,7691
186-93227-12,7692
72-36352-12,7693
36-18380-12,7694
113-56744-12,7695
12-6301-12,7696
111-55501-12,7697
215-107681-12,7698
243-121539-12,7699
131-65502-12,7700
94-47041-12,7701
113-56518-12,7702
117-58906-12,7703
210-105412-12,7704
196-98174-12,7705
20-10152-12,7706
191-95599-12,7707
54-27375-12,7708
90-45310-12,7709
147-73675-12,7710
11-5931-12,7711
207-103532-12,7712
16-8152-12,7713
88-44300-12,7714
205-102782-12,7715
196-98472-12,7716
132-66077-12,7717
196-98369-12,7718
122-61038-12,7719
53-26711-12,7720
57-28782-12,7721
52-26155-12,7722
30-15305-12,7723
105-52831-12,7724
86-43018-12,7725
159-79513-12,7726
10-5393-12,7727
190-95201-12,7728
110-55436-12,7729
144-72457-12,7730
22-11378-12,7731
171-85587-12,7732
230-115267-12,7733
232-116131-12,7734
116-58182-12,7735
197-98739-12,7736
102-51057-12,7737
189-94566-12,7738
222-111381-12,7739
221-110950-12,7740
194-97177-12,7741
160-80335-12,7742
11-5853-12,7743
26-13322-12,7744
38-19128-12,7745
253-126545-12,7746
163-81685-12,7747
33-16537-12,7748
221-110892-12,7749
190-95089-12,7750
89-44682-12,7751
146-73069-12,7752
161-80779-12,7753
187-93543-12,7754
111-55621-12,7755
19-9619-12,7756
111-55991-12,7757
83-41729-12,7758
116-58051-12,7759
143-71549-12,7760
108-54335-12,7761
212-106264-12,7762
45-22596-12,7763
130-65263-12,7764
68-34094-12,7765
41-20575-12,7766
178-89148-12,7767
237-118924-12,7768
124-62021-12,7769
220-110271-12,7770
43-21957-12,7771
183-91912-12,7772
110-55140-12,7773
120-60179-12,7774
61-30872-12,7775
105-52577-12,7776
234-117147-12,7777
37-18731-12,7778
128-64166-12,7779
227-113831-12,7780
1-872-12,7781
235-117947-12,7782
104-52058-12,7783
123-61560-12,7784
189-94961-12,7785
166-83168-12,7786
157-78726-12,7787
52-26057-12,7788
30-15192-12,7789
204-102223-12,7790
136-68487-12,7791
86-43226-12,7792
145-72973-12,7793
178-89131-12,7794
231-115576-12,7795
205-102838-12,7796
209-104860-12,7797
179-89733-12,7798
142-71483-12,7799
124-62276-12,7800
16-8021-12,7801
131-65529-12,7802
60-30302-12,7803
115-57971-12,7804
59-29596-12,7805
88-44278-12,7806
129-64732-12,7807
207-103967-12,7808
23-11508-12,7809
84-42207-12,7810
238-119129-12,7811
211-105939-12,7812
244-122356-12,7813
19-9700-12,7814
241-120756-12,7815
244-122265-12,7816
117-58810-12,7817
230-115457-12,7818
182-91237-12,7819
212-106062-12,7820
37-18946-12,7821
52-26402-12,7822
140-70324-12,7823
31-15950-12,7824
151-75717-12,7825
27-13714-12,7826
240-120323-12,7827
44-22499-12,7828
96-48282-12,7829
47-23512-12,7830
50-25211-12,7831
164-82156-12,7832
199-99605-12,7833
245-122690-12,7834
23-11928-12,7835
88-44243-12,7836
89-44992-12,7837
93-46856-12,7838
243-121756-12,7839
138-69382-12,7840
159-79577-12,7841
52-26360-12,7842
226-113485-12,7843
162-81491-12,7844
208-104395-12,7845
126-63111-12,7846
194-97351-12,7847
239-119616-12,7848
181-90711-12,7849
109-54509-12,7850
66-33201-12,7851
194-97381-12,7852
198-99132-12,7853
126-63035-12,7854
248-124458-12,7855
148-74262-12,7856
55-27809-12,7857
96-48250-12,7858
29-14999-12,7859
33-16930-12,7860
51-25774-12,7861
53-26676-12,7862
8-4346-12,7863
100-50281-12,7864
84-42056-12,7865
59-29873-12,7866
150-75208-12,7867
154-77336-12,7868
176-88222-12,7869
198-99076-12,7870
109-54548-12,7871
40-20063-12,7872
81-40981-12,7873
94-47286-12,7874
68-34415-12,7875
206-103445-12,7876
86-43354-12,7877
215-107760-12,7878
128-64027-12,7879
211-105869-12,7880
97-48794-12,7881
43-21598-12,7882
158-79464-12,7883
246-123099-12,7884
113-56974-12,7885
132-66333-12,7886
4-2105-12,7887
23-11706-12,7888
101-50940-12,7889
128-64450-12,7890
96-48410-12,7891
164-82293-12,7892
72-36118-12,7893
23-11712-12,7894
222-111210-12,7895
174-87360-12,7896
241-120536-12,7897
116-58293-12,7898
231-115925-12,7899
19-9544-12,7900
45-22624-12,7901
79-39816-12,7902
178-89296-12,7903
153-76997-12,7904
202-101020-12,7905
142-71006-12,7906
54-27326-12,7907
233-116511-12,7908
198-99443-12,7909
76-38252-12,7910
115-57821-12,7911
25-12738-12,7912
147-73861-12,7913
242-121467-12,7914
214-107320-12,7915
10-5051-12,7916
180-90037-12,7917
17-8768-12,7918
209-104857-12,7919
187-93612-12,7920
134-67042-12,7921
237-118872-12,7922
171-85532-12,7923
208-104228-12,7924
132-66305-12,7925
219-109852-12,7926
62-31418-12,7927
241-120589-12,7928
107-53788-12,7929
105-52591-12,7930
4-2000-12,7931
55-27611-12,7932
169-84763-12,7933
153-76920-12,7934
123-61718-12,7935
56-28221-12,7936
207-103632-12,7937
127-63971-12,7938
186-93016-12,7939
229-114724-12,7940
81-40970-12,7941
43-21641-12,7942
47-23877-12,7943
207-103690-12,7944
46-23230-12,7945
123-61579-12,7946
250-125332-12,7947
192-96402-12,7948
61-30662-12,7949
156-78394-12,7950
246-123029-12,7951
253-126541-12,7952
100-50395-12,7953
85-42601-12,7954
108-54401-12,7955
249-124523-12,7956
189-94785-12,7957
110-55011-12,7958
33-16635-12,7959
201-100734-12,7960
202-101497-12,7961
151-75646-12,7962
196-98304-12,7963
105-52656-12,7964
171-85821-12,7965
129-64792-12,7966
189-94807-12,7967
8-4256-12,7968
81-40601-12,7969
224-112242-12,7970
145-72899-12,7971
80-40054-12,7972
4-2013-12,7973
19-9630-12,7974
4-2326-12,7975
123-61504-12,7976
93-46666-12,7977
233-116988-12,7978
240-120019-12,7979
192-96352-12,7980
19-9882-12,7981
30-15112-12,7982
235-117654-12,7983
49-24586-12,7984
95-47931-12,7985
252-126412-12,7986
51-25554-12,7987
174-87265-12,7988
122-61002-12,7989
127-63930-12,7990
116-58267-12,7991
47-23676-12,7992
18-9313-12,7993
169-84822-12,7994
57-28540-12,7995
57-28739-12,7996
247-123796-12,7997
190-95310-12,7998
6-3481-12,7999
32-16450-12,8000
197-98795-12,8001
202-101299-12,8002
87-43926-12,8003
88-44354-12,8004
46-23283-12,8005
111-55854-12,8006
181-90802-12,8007
16-8474-12,8008
45-22530-12,8009
7-3892-12,8010
233-116772-12,8011
159-79838-12,8012
97-48831-12,8013
55-27899-12,8014
202-101390-12,8015
10-5123-12,8016
35-17677-12,8017
43-21914-12,8018
125-62773-12,8019
194-97313-12,8020
252-126203-12,8021
26-13465-12,8022
118-59255-12,8023
80-40486-12,8024
145-72749-12,8025
112-56095-12,8026
87-43900-12,8027
46-23151-12,8028
197-98781-12,8029
149-74822-12,8030
19-9620-12,8031
16-8416-12,8032
69-34600-12,8033
76-38385-12,8034
164-82019-12,8035
26-13027-12,8036
208-104019-12,8037
217-108760-12,8038
6-3020-12,8039
103-51734-12,8040
246-123162-12,8041
59-29704-12,8042
1-808-12,8043
71-35649-12,8044
251-125674-12,8045
106-53188-12,8046
245-122605-12,8047
71-35650-12,8048
218-109036-12,8049
215-107537-12,8050
125-62887-12,8051
104-52040-12,8052
236-118279-12,8053
19-9917-12,8054
79-39949-12,8055
59-29520-12,8056
248-124130-12,8057
41-20931-12,8058
250-125193-12,8059
242-121324-12,8060
222-111493-12,8061
113-56743-12,8062
204-102121-12,8063
207-103510-12,8064
97-48568-12,8065
238-119224-12,8066
220-110465-12,8067
59-29783-12,8068
25-12806-12,8069
200-100334-12,8070
92-46019-12,8071
234-117321-12,8072
218-109001-12,8073
127-63777-12,8074
34-17332-12,8075
235-117956-12,8076
27-13910-12,8077
168-84425-12,8078
54-27336-12,8079
247-123666-12,8080
32-16157-12,8081
244-122391-12,8082
189-94863-12,8083
9-4776-12,8084
56-28481-12,8085
177-88576-12,8086
218-109242-12,8087
112-56269-12,8088
134-67280-12,8089
218-109441-12,8090
128-64195-12,8091
35-17973-12,8092
80-40207-12,8093
4-2302-12,8094
167-83658-12,8095
76-38414-12,8096
6-3065-12,8097
184-92315-12,8098
179-89571-12,8099
43-21815-12,8100
226-113269-12,8101
46-23358-12,8102
185-92593-12,8103
128-64291-12,8104
60-30262-12,8105
49-24575-12,8106
164-82338-12,8107
239-119989-12,8108
126-63015-12,8109
102-51418-12,8110
109-54924-12,8111
75-37595-12,8112
235-117835-12,8113
146-73168-12,8114
112-56448-12,8115
170-85241-12,8116
187-93991-12,8117
62-31126-12,8118
124-62131-12,8119
29-14664-12,8120
119-59527-12,8121
56-28324-12,8122
238-119078-12,8123
251-125622-12,8124
135-67860-12,8125
237-118728-12,8126
155-77728-12,8127
175-87810-12,8128
121-60733-12,8129
54-27481-12,8130
108-54410-12,8131
212-106099-12,8132
128-64049-12,8133
104-52116-12,8134
186-93087-12,8135
193-96714-12,8136
154-77218-12,8137
85-42795-12,8138
210-105298-12,8139
124-62374-12,8140
3-1881-12,8141
35-17885-12,8142
242-121046-12,8143
120-60152-12,8144
161-80833-12,8145
54-27129-12,8146
233-116932-12,8147
31-15799-12,8148
122-61449-12,8149
159-79595-12,8150
30-15057-12,8151
47-23625-12,8152
243-121665-12,8153
200-100296-12,8154
194-97383-12,8155
104-52328-12,8156
184-92120-12,8157
149-74971-12,8158
25-12831-12,8159
253-126631-12,8160
94-47136-12,8161
157-78885-12,8162
66-33213-12,8163
170-85443-12,8164
97-48535-12,8165
96-48448-12,8166
185-92955-12,8167
3-1602-12,8168
20-10485-12,8169
227-113852-12,8170
104-52238-12,8171
101-50747-12,8172
23-11587-12,8173
23-11620-12,8174
38-19267-12,8175
7-3547-12,8176
19-9581-12,8177
158-79278-12,8178
76-38293-12,8179
220-110231-12,8180
21-10655-12,8181
35-17963-12,8182
94-47345-12,8183
218-109335-12,8184
173-86547-12,8185
88-44280-12,8186
222-111374-12,8187
209-104962-12,8188
209-104994-12,8189
125-62996-12,8190
130-65185-12,8191
152-76356-12,8192
235-117708-12,8193
210-105002-12,8194
0-8-12,8195
239-119828-12,8196
18-9137-12,8197
18-9200-12,8198
181-90923-12,8199
138-69006-12,8200
192-96378-12,8201
131-65613-12,8202
145-72803-12,8203
178-89451-12,8204
147-73580-12,8205
204-102465-12,8206
231-115948-12,8207
101-50680-12,8208
89-44583-12,8209
179-89980-12,8210
175-87829-12,8211
252-126482-12,8212
50-25236-12,8213
27-13527-12,8214
206-103116-12,8215
20-10267-12,8216
165-82919-12,8217
242-121150-12,8218
176-88130-12,8219
54-27205-12,8220
79-39670-12,8221
167-83733-12,8222
75-37757-12,8223
46-23006-12,8224
82-41379-12,8225
5-2886-12,8226
16-8040-12,8227
70-35349-12,8228
191-95952-12,8229
106-53117-12,8230
20-10426-12,8231
213-106746-12,8232
126-63326-12,8233
244-122106-12,8234
143-71564-12,8235
239-119521-12,8236
28-14130-12,8237
12-6282-12,8238
138-69488-12,8239
115-57745-12,8240
98-49193-12,8241
57-28714-12,8242
174-87263-12,8243
214-107285-12,8244
46-23203-12,8245
157-78995-12,8246
55-27737-12,8247
99-49905-12,8248
45-22806-12,8249
142-71261-12,8250
114-57410-12,8251
134-67090-12,8252
203-101508-12,8253
118-59267-12,8254
157-78758-12,8255
29-14900-12,8256
43-21910-12,8257
38-19443-12,8258
163-81683-12,8259
14-7069-12,8260
79-39855-12,8261
164-82013-12,8262
209-104530-12,8263
117-58522-12,8264
187-93600-12,8265
114-57094-12,8266
79-39543-12,8267
49-24950-12,8268
195-97663-12,8269
227-113897-12,8270
50-25072-12,8271
67-33529-12,8272
119-59884-12,8273
138-69389-12,8274
163-81793-12,8275
230-115116-12,8276
43-21627-12,8277
141-70835-12,8278
152-76154-12,8279
146-73150-12,8280
147-73557-12,8281
216-108019-12,8282
188-94142-12,8283
211-105666-12,8284
240-120210-12,8285
213-106934-12,8286
43-21978-12,8287
239-119776-12,8288
41-20996-12,8289
20-10358-12,8290
65-32634-12,8291
66-33093-12,8292
237-118908-12,8293
252-126178-12,8294
8-4186-12,8295
218-109100-12,8296
236-118129-12,8297
162-81410-12,8298
110-55126-12,8299
140-70163-12,8300
148-74490-12,8301
11-5578-12,8302
119-59769-12,8303
111-55637-12,8304
143-71536-12,8305
124-62089-12,8306
121-60504-12,8307
132-66117-12,8308
172-86013-12,8309
113-56543-12,8310
241-120713-12,8311
132-66288-12,8312
133-66722-12,8313
54-27489-12,8314
81-40905-12,8315
103-51812-12,8316
19-9605-12,8317
246-123074-12,8318
99-49847-12,8319
35-17583-12,8320
55-27540-12,8321
71-35887-12,8322
90-45436-12,8323
185-92863-12,8324
181-90933-12,8325
93-46841-12,8326
79-39938-12,8327
250-125461-12,8328
6-3445-12,8329
72-36316-12,8330
70-35220-12,8331
196-98313-12,8332
58-29120-12,8333
226-113019-12,8334
250-125283-12,8335
117-58924-12,8336
237-118724-12,8337
241-120782-12,8338
23-11879-12,8339
91-45692-12,8340
81-40511-12,8341
168-84379-12,8342
24-12440-12,8343
47-23565-12,8344
70-35271-12,8345
201-100904-12,8346
64-32107-12,8347
84-42287-12,8348
17-8595-12,8349
139-69901-12,8350
233-116616-12,8351
90-45198-12,8352
72-36438-12,8353
156-78206-12,8354
33-16686-12,8355
47-23579-12,8356
48-24021-12,8357
228-114282-12,8358
136-68032-12,8359
210-105229-12,8360
212-106263-12,8361
38-19342-12,8362
173-86844-12,8363
132-66220-12,8364
89-44630-12,8365
38-19369-12,8366
193-96637-12,8367
174-87231-12,8368
72-36172-12,8369
142-71403-12,8370
126-63323-12,8371
4-2052-12,8372
136-68458-12,8373
74-37232-12,8374
234-117475-12,8375
107-53877-12,8376
110-55388-12,8377
89-44745-12,8378
97-48935-12,8379
190-95102-12,8380
158-79132-12,8381
201-100874-12,8382
56-28160-12,8383
193-96945-12,8384
128-64187-12,8385
92-46438-12,8386
109-54704-12,8387
129-64896-12,8388
121-60807-12,8389
245-122813-12,8390
169-84823-12,8391
161-80963-12,8392
111-55525-12,8393
182-91414-12,8394
28-14478-12,8395
159-79920-12,8396
45-22564-12,8397
70-35475-12,8398
15-7880-12,8399
9-4714-12,8400
174-87334-12,8401
20-10465-12,8402
167-83725-12,8403
24-12376-12,8404
116-58029-12,8405
70-35043-12,8406
85-42616-12,8407
152-76304-12,8408
157-78971-12,8409
26-13443-12,8410
152-76465-12,8411
235-117889-12,8412
16-8146-12,8413
153-76611-12,8414
4-2181-12,8415
14-7459-12,8416
182-91446-12,8417
41-20632-12,8418
9-4566-12,8419
128-64280-12,8420
50-25318-12,8421
168-84471-12,8422
106-53164-12,8423
66-33353-12,8424
240-120163-12,8425
73-36771-12,8426
31-15581-12,8427
201-100735-12,8428
160-80030-12,8429
93-46761-12,8430
133-66614-12,8431
156-78275-12,8432
114-57311-12,8433
7-3506-12,8434
0-374-12,8435
183-91729-12,8436
13-6623-12,8437
189-94859-12,8438
195-97776-12,8439
240-120197-12,8440
2-1011-12,8441
65-32828-12,8442
143-71720-12,8443
212-106154-12,8444
27-13846-12,8445
176-88298-12,8446
239-119670-12,8447
21-10903-12,8448
163-81500-12,8449
32-16329-12,8450
226-113373-12,8451
152-76071-12,8452
231-115719-12,8453
195-97767-12,8454
197-98782-12,8455
238-119003-12,8456
153-76544-12,8457
59-29612-12,8458
217-108616-12,8459
246-123346-12,8460
245-122768-12,8461
206-103024-12,8462
166-83450-12,8463
239-119812-12,8464
219-109954-12,8465
91-45513-12,8466
192-96311-12,8467
34-17368-12,8468
191-95642-12,8469
138-69411-12,8470
109-54900-12,8471
86-43499-12,8472
171-85787-12,8473
63-31896-12,8474
121-60573-12,8475
35-17814-12,8476
118-59136-12,8477
45-22687-12,8478
150-75106-12,8479
182-91468-12,8480
217-108613-12,8481
228-114104-12,8482
240-120174-12,8483
43-21679-12,8484
50-25202-12,8485
146-73454-12,8486
55-27800-12,8487
175-87817-12,8488
237-118699-12,8489
193-96770-12,8490
195-97857-12,8491
123-61619-12,8492
59-29747-12,8493
8-4219-12,8494
204-102110-12,8495
135-67639-12,8496
107-53703-12,8497
147-73982-12,8498
225-112908-12,8499
